raga_id,raga_name,raga_artist,raga_duration,raga_audio_track,raga_effect
Raga Ahir Bhairav_80,Raga Ahir Bhairav - Madhyalaya Teen Taal,Sultan Khan,0:31:08,https://p.scdn.co/mp3-preview/ac6bdfc473a89b41ab39f031fd5d441fc75b3b7d?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_81,Raga Ahir Bhairav - Jharan Lage Badarawa,Chaitanya Kunte,0:03:20.254000,https://p.scdn.co/mp3-preview/5eeba8d20d121b4f997695c1a1ca5506b44b3971?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_82,Aaj To Anand - Raga Ahir Bhairav (Live),Pandit Jasraj,0:14:05.479000,https://p.scdn.co/mp3-preview/881ad7aa7e9a1db76e5683db431290df8812bbcf?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_83,Japat naam tero (Raga Ahir Bhairav),Ustad Abdul Rashid Khan,0:17:57.253000,https://p.scdn.co/mp3-preview/3f5c2f153f0cfa7c5df7f5a889b4834f87d9fef3?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_84,Raga Ahir Bhairav - Second Trimester - 432 Hz,Rakesh Chaurasia,0:29:06,https://p.scdn.co/mp3-preview/8c11e65ed90df7b527eaa29ed177fef89cf30828?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_85,"Miss It Not!, Raga Ahir Bhairav, Teentaal",Utpal Mazumdar,0:09:51.560000,https://p.scdn.co/mp3-preview/b1cde6dc69b95ef8d472eb9fe23ecfbbccb7b814?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_86,Om Ramakrishna Sharanam - Raga Ahir Bhairav,Arun Kr. Roy,0:04:42.609000,https://p.scdn.co/mp3-preview/487f098266077307a9f8187da85ce2176f9d88a6?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_87,Breeze from the Far East in Raga Ahir Bhairav,Yuki Ato Narayan,0:08:28.790000,https://p.scdn.co/mp3-preview/f5736164c02bd6b2387e353fe9f3d0cbd182a0a8?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_88,Manmohan murli wala (Raga Ahir Bhairav),Ustad Abdul Rashid Khan,0:10:26,https://p.scdn.co/mp3-preview/749219a8948dbfc6a1fd0de20455856261764b10?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_89,Le Matin à Paris (Raga Ahir Bhairav) - Instrumental,K. Sridhar,0:24:34.420000,https://p.scdn.co/mp3-preview/ae915c8431857998dc4b744351c0c4fe2469e285?cid=883d8de3b4fb48e9ab32028467324d90,
Raga Ahir Bhairav_90,"Alap Alapana, Raga Ahir Bhairav, Chakravakam - Live",Shashank Subramanyam,0:18:22.026000,https://p.scdn.co/mp3-preview/3a8caf3fe7cf77176b21840a8cd78ef6b182ab06?cid=883d8de3b4fb48e9ab32028467324d90,
